author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,place,avatar,Pi,Ei,Ni,PZ,DG,NCI,infu
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"WHY DID 40 PERCENT of young women vote for Trump over Harris? Despite Harris��s focus on issues like abortion, polls show more under-30 voters cared about the economy. Is this a shift in values, or did Trump��s message resonate more?",2024/11/11 16:45,491722,11201057,79833,44245,5336,20598,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,20,41,85,22,76,73
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"SHOULD BIDEN STEP DOWN to make Kamala Harris the first woman president? With Trump��s win, some say it��s time for Biden to pass the torch. Would this move unite the party or create more division? What do you think?",2024/11/11 16:40,491686,11193835,79824,44229,5335,20598,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,42,67,39,57,33,43,94
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"IF TRUMP WON so big, why didn��t Republicans make bigger gains in Congress and state races? With the country swinging right, are GOP leaders missing something, or are voters just focused on Trump? What do you think happened?",2024/11/11 16:39,491480,11162442,79779,43511,5296,20593,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,35,46,11,89,13,45,87
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Well the Democrats try some sort of trickery?to prevent Trump from being?sworn in?as the 47th president, or will they just go quietly Into the night?",2024/11/11 15:26,491001,11139163,79701,43243,5291,20585,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,95,15,3,18,51,20,35
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"LUNTZ SPEAKS - Frank Luntz says Kamala made a huge error focusing on Trump!

Republican pollster Frank Luntz said Sunday on ABC��s ��This Week�� that the person who told Vice President Kamala Harris to focus on former President Donald Trump during her presidential campaign",2024/11/11 15:23,490863,11130901,79683,43158,5289,20584,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,37,36,83,17,62,59,78
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"SOME HOLLYWOOD LOVE - Actor John Voight breaks with Hollywod in support of Trump!

[America was ��being attacked�� under the Biden-Harris administration, according to Academy Award-winning actor Jon Voight, who addressed fellow Americans in an emotional video celebrating Donald",2024/11/11 15:16,490791,11126895,79667,43141,5289,20584,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,21,96,97,78,49,45,94
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"It really is shocking the 40% of Gen Z women?supported Donald Trump?in this election.?Apparently abortion?is less important than?having a good job?and being able to pay the rent?and buy groceries.

Why do you think Trump was so successful?and attracting?young women voters?",2024/11/11 15:03,490650,11122409,79631,43134,5288,20584,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,3,41,10,83,13,81,59
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"This is Tom Homan who Trump just named as Border Czar giving that Communist Jayapal a piece of America's mind!

https://t.co/COFKASHh8A",2024/11/11 11:00,490478,11118604,79597,43094,5285,20582,https://pbs.twimg.com/amplify_video_thumb/1855839777687269376/img/PwKJpMXMAOBJeoh-.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,9,69,80,24,9,56,71
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,California really is a problem isn't it??Why should the Democrats get California??Maybe a goal of the Trump Administration?will be to take California back from the left. How do you think we can do that?,2024/11/11 10:48,489997,11108431,79513,43078,5282,20569,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,85,76,91,84,1,94,17
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,I'm glad to see that Donald Trump is appointing tough loyalists?to his administration this time?and not giving?any quarter to?establishment RINOS.  In 2016 Donald Trump did not have a political entourage.  Now he has one.,2024/11/11 10:19,489620,11098565,79480,42934,5275,20564,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,43,71,6,12,83,88,99
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"It's funny watching these liberals on Tik Tok?who told us four years ago that we must trust all election results?now saying that?there's some big conspiracy?and Trump didn't really win.?He got 312 electoral votes,?won the popular vote by 4 million?and took the Senate and most",2024/11/10 23:38,489483,11095667,79467,42924,5275,20564,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,73,82,61,80,61,4,86
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"As you listen to the media Talking Heads?criticizing Trump now, remember that these are the same people?who have been wrong about everything?for the last 4 years.",2024/11/10 23:14,489196,11089159,79397,42910,5273,20561,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,91,6,5,8,94,40,1
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Trump won AZ by 6 but Kari Lake lost?  Hmm, @LaraLeaTrump needs to be all over this one.",2024/11/10 23:06,488944,11083829,79354,42902,5271,20561,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,77,4,51,28,94,37,84
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,Women love Trump! https://t.co/RK3Si5wlP1,2024/11/10 22:17,488352,11075559,79208,42861,5270,20559,https://pbs.twimg.com/media/GcDmipgXwAAaT6p.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,75,69,51,57,40,30,49
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"So they really want Joe Biden?to resign the presidency?so that Kamala Harris, who just lost in a landslide to Donald Trump?and lost the House?and the Senate?can become the first woman president?

Hardly an auspicious?start for women.

https://t.co/C1LapUsbKs",2024/11/10 21:53,488212,11071981,79182,42854,5268,20557,https://pbs.twimg.com/ext_tw_video_thumb/1855624407667851264/pu/img/bZPtwgQbFKTqQEMg.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,49,83,64,91,74,15,15
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Adult trans can cut off your junk all day if you want - we don't care.  Trump is just going to block you from MUTILATNG CHILDREN!

https://t.co/Qv6pUgu9aJ",2024/11/10 21:44,488050,11063621,79149,42817,5264,20557,https://pbs.twimg.com/amplify_video_thumb/1855621844952367104/img/9FpZin7GEORAVs-Q.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,11,69,94,42,36,66,58
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Lol, what a joke this would be.  Make the woman who lost to Trump in a landslide the first woman president.  Sad.  Pathetic.",2024/11/10 21:40,487890,11054443,79124,42783,5263,20557,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,88,7,8,72,7,94,18
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Antifa blocking police from gettiing to their anti-Trump rally.  ARREST THEM ALL!

https://t.co/VYyuwuaFai",2024/11/10 21:39,487747,11045087,79104,42715,5256,20556,https://pbs.twimg.com/amplify_video_thumb/1855402672997945344/img/ZHgN36IVFIcYitNw.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,46,69,78,83,84,22,34
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,Can Vance win the presidency after Trump?,2024/11/10 20:00,487627,11039714,79065,42699,5255,20555,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,17,11,40,1,100,42,79
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,Jut think.  We get 4 whole years of Trump then probably 8 years of Vance.  Wow.,2024/11/10 19:07,485606,11003240,78854,42395,5241,20547,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,97,36,40,5,19,59,93
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"I still can't believe that Trump swept the swing states?and won the popular vote.?I was confident that he would win but, man.",2024/11/10 17:46,484563,10991644,78769,42329,5239,20545,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,25,83,77,81,35,91,19
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"If Hollywood loves?Kamala Harris so much, why does she have to pay these people millions of dollars to appear at her events??I doubt Trump paid Hulk Hogan?to appear at his rally.",2024/11/10 16:16,484213,10985840,78738,42304,5238,20542,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,68,31,90,17,74,45,77
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Here are the polls a month before the election. I told you these were fake?and would?close towards Trump at the end. They did. I told you Trump would outperform?his final polling by three points. He did. 

Rasmussen was the ONLY one who got it right! https://t.co/9RpLWrIr8v",2024/11/10 16:13,483578,10978515,78626,42278,5236,20541,https://pbs.twimg.com/media/GcCTLWzWQAAa5sW.png,,https://pbs.twimg.com/profile_banners/17980523/1723738910,64,79,47,97,29,30,73
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Liberal ladies,?Trump supporting men aren't dating you.?We find you incredibly annoying.?We prefer?beautiful conservative women?who remember what it's like to be?a feminine and loving partner.",2024/11/10 16:02,483474,10973258,78600,42271,5234,20534,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,59,90,50,85,56,98,35
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Paoletta makes it clear: Trump has every legal right to direct the DOJ. It��s not rogue; it��s his duty. The left��s claim about DOJ independence? Just another false narrative. Time to set things right!

Does Trump needs to appoint an AG?who will rebuild the DOJ?from the ground up?",2024/11/10 15:50,483285,10968404,78575,42262,5232,20533,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,54,50,87,22,31,87,4
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"I don't know who the most annoying person on the planet is right now,?but Mitch McConnell?trying to sabotage the Senate?for Trump?is definitely?leading the pack.",2024/11/10 15:46,483180,10964727,78552,42255,5230,20533,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,2,68,29,6,85,50,17
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"Moreno says it's a ""mandate"" for Trump��s America First agenda! He's fired up to make America an energy superpower, secure borders, and end Biden's nonsense. This is what real leadership looks like!

Do you think winning in a landslide means Trump has a mandate for change?",2024/11/10 15:38,481571,10953451,78154,42217,5221,20531,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,98,96,19,57,89,30,5
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"People are asking,?how can you have states like North Carolina?that voted for Trump?but then also voted for a Democratic governor?  

Well it's actually quite simple.?Donald Trump got a lot of crossover voters?who were sick and tired?of the Biden Administration?but that didn't",2024/11/10 14:16,481335,10948830,78101,42187,5220,20531,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,59,38,70,48,40,91,84
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,99% of?voters?never go to rallies.?An even bigger percentage are never polled.  It is these people?who won the election for Donald Trump.?They were just sick and tired of being sick and tired.,2024/11/10 14:13,481180,10943353,78073,42143,5218,20529,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,70,92,64,51,61,41,31
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,The maniacs are running the asylum.  Trump should cut of all Federal funding to California if they do this.,2024/11/10 12:37,480936,10939562,78034,42131,5218,20529,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,3,96,51,43,80,26,71
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"There are 4,725,000 votes left to be counted in California.?So far Kamala has taken 58% of that vote.  She will win 2,740,000?of the remaining votes?leaving 1,984,000 for Trump or net 764,000 to Kamala - not enough to make up her nation popular vote deficit of 3,720,000.",2024/11/10 12:35,480768,10930925,77977,42098,5216,20528,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,63,45,34,84,23,93,27
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,"I'm watching reactions?of Kamala supporters?to Trump's victory.?Do these people think?Trump is really going to send his army?to kill them??Because I think based upon their reactions this is what?they imagine is going to happen?!

Thank God we did not put these maniacs in charge.",2024/11/10 11:53,480675,10926866,77962,42083,5216,20528,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,12,15,83,57,61,54,11
0,38944,444975,14225,Bill Mitchell,17980523,267127,mitchellvii,Cornyn and Thune HATE Donald Trump.  They are NOT?CONSERVATIVES!  We don't need THAT?leading the Senate!,2024/11/10 11:28,480273,10921080,77909,42022,5213,20526,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,12,38,49,68,21,51,35
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Does it make you angry the Mitch McConnell?is trying to manipulate the Senate?so that he is replaced by a huge RINO who will oppose Trump?

NO on Cornyn.
NO on Thune.
YES on Scott!",2024/11/10 11:14,479702,10914496,77765,42002,5211,20523,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,97,40,10,10,66,58,75
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Trump just wrecked the Democrats this election. Actually, they wrecked themselves.

https://t.co/ZRhNb0AcQQ",2024/11/10 6:36,478642,10905867,77498,41930,5199,20522,https://pbs.twimg.com/ext_tw_video_thumb/1854894650542194688/pu/img/7y2zHaHBxM3p5yfN.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,54,44,74,7,49,43,73
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,I think Donald Trump needs to appoint an Election Integrity Czar.  The FEC is asleep at the wheel.,2024/11/10 5:16,478511,10898894,77472,41920,5199,20511,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,95,1,27,55,34,16,19
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Wow. Kamala Harris actually spent $50 million on payroll! Trump spent only 10.

https://t.co/ZhPRGnHyP9",2024/11/9 23:44,477597,10890934,77281,41894,5196,20509,https://pbs.twimg.com/ext_tw_video_thumb/1855340244951801856/pu/img/dHTg8Aq9uXk6X2Tf.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,73,90,100,49,18,8,61
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Donald Trump is too busy talking to world leaders?to be wasting time?bragging online about winning.,2024/11/9 21:49,477075,10874133,77131,41866,5185,20492,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,0,99,78,0,75,5,88
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,Liberals online are all wondering why?Trump isn't sh*tposting on?Twitter about his win.?It's because he knows this is a serious business?and he's?putting together his administration and cabinet.?Why should he bother sh*tposting? He already won!,2024/11/9 21:46,476804,10869207,77109,41855,5185,20489,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,81,75,93,41,18,36,29
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,How did Ann Selzer get Iowa SO WRONG.  She had Kamala winning by 3 points and Trump won by 13!,2024/11/9 21:33,476031,10861830,77010,41828,5184,20483,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,81,2,74,82,1,30
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,We're already hearing that members of the military are plotting and planning on how to resist Trump's leadership.?Any generals?involved in that?need to be court-martialed immediately.,2024/11/9 20:52,475636,10850650,76971,41734,5182,20480,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,91,47,67,38,61,24,12
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Democrats on TikTok are now saying that Trump didn't really win and that Kamala is planning something. 

Lol. Sorry but yes Trump won and Kamala is planning a U-Haul truck.",2024/11/9 19:54,474976,10840287,76712,41722,5174,20474,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,50,8,13,7,32,19,41
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""Trump��s tariff threat is rattling Chinese factory owners, with some $500 billion worth of shipments annually on the line, while trade tensions with the EU... have intensified."" - Breitbart News

Isn't it amazing how Trump is winning for America and he isn't even president yet?",2024/11/9 18:43,474389,10833881,76607,41701,5170,20474,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,79,93,71,63,66,70,48
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Trump must have said a hundred times on that he would never sign a national abortion ban,?yet it seems that every woman on the left?is in full freak-out?about the impending national abortion band.?Are these people stupid or just incredibly brainwashed?",2024/11/9 18:34,474169,10830038,76540,41686,5168,20470,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,8,47,75,88,17,5,49
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,The Democrats greatest weakness is they always believe their own lies.?They have made up so many lies about Donald Trump?that they actually believe they're all true now.?Boy are they in for a shock?when their voters learn that nothing they've been told to fear?is real.,2024/11/9 18:31,472844,10808837,76289,41312,5139,20460,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,39,52,21,43,0,18,28
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"These leftist idiots were so sure that Kamala Harris was going to win just by running as anti-Trump. They didn't understand that she needed an agenda that was pro-America.

Oh well, what did we expect? They are liberals so they must be idiots. https://t.co/GYuQn8zdDb",2024/11/9 15:23,472642,10801334,76228,41294,5137,20460,https://pbs.twimg.com/ext_tw_video_thumb/1855269872088821760/pu/img/_oPDM4fTfkPLpXpj.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,57,92,79,41,12,4,26
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"��Trump��s victory against Vice President Kamala Harris essentially ended Smith��s hopes of convicting the former president.�� �C Breitbart News

Is Jack Smith going to find himself under investigation for lawfare now?

Special counsel Jack Smith requested that Judge Tanya Chutkan end https://t.co/Q7bO4qw2BO",2024/11/9 14:49,472539,10796793,76202,41285,5137,20451,https://pbs.twimg.com/media/Gb819V9WEAATz52.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,9,11,85,40,74,46,84
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""You��ve got to work with all of us when it��s all said and done... it��s probably in his best interest to stay out of that."" - John Thune, Senator (R-S.D.)

RINO Thune tries to warn Trump away from Senate majority leader race.  How do you feel about his arrogance?",2024/11/9 14:24,472454,10793956,76180,41272,5137,20450,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,77,5,49,44,57,92,85
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""An official from the Federal Emergency Management Agency (FEMA) instructed hurricane relief workers to skip over the homes of supporters of President-elect Donald Trump, according to a recent report."" - Breitbart News

Why do they think Kamala lost North Carolina?",2024/11/9 14:09,472122,10776297,76080,41100,5125,20450,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,61,93,47,76,54,29,72
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"""How is Trump going to handle mass-deportations of 15 million illegals who entered under Biden?"" - Bill Mitchell

Senator-elect Jim Banks supports mass deportation of illegal immigrants, prioritizing violent criminals and enforcing stricter penalties for employers hiring them. https://t.co/ptYI0XR0gX",2024/11/9 13:54,471975,10769202,76038,41092,5122,20450,https://pbs.twimg.com/ext_tw_video_thumb/1855247432881160192/pu/img/1akt8kH4WyLdgOOq.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,35,38,65,70,34,39,92
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Kamala Harris' campaign spent $20 million on election-eve concerts featuring stars like Lady Gaga and Katy Perry, but lost in swing states won by Trump!  

Why did she think wealthy Hollywood elites would appeal to a struggling middle-class?",2024/11/9 13:43,471853,10756554,76010,41076,5118,20445,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,97,54,60,71,56,98
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"Let's not forget?why Trump lost the midterms?in 2018.?We were given a mandate?with the White House, House and Senate.?Instead of presenting a unified party, we fought amongst ourselves.  Let's not make that same mistake.?Find common ground. Get things done.",2024/11/9 13:16,471549,10742653,75964,41028,5114,20444,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,27,93,6,45,69,9,19
0,38944,444973,14225,Bill Mitchell,17980523,267127,mitchellvii,"In a moment of poetic justice,?Donald Trump?just won six more electoral votes than Joe Biden did in 2020!",2024/11/9 10:44,470886,10732686,75851,40991,5101,20442,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,6,49,59,0,16,36,0
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"Ironically, by stealing the election in 2020, Democrats have caused their party irreparable harm?and set Trump up?for a much more effective second term?than he would have had?then.

What do you think?",2024/11/9 10:38,470346,10726383,75767,40983,5100,20441,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,93,69,49,19,39,64,36
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,Think about it.?Trump will come into office this time with a trusted entourage?and a true MAGA?cabinet. There will be no Russiagate investigation. There will be no Paul Ryan and there will be no Mitch McConnell.  There will be no Covid.,2024/11/9 10:00,464870,10681240,75142,40355,5041,20418,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,84,86,11,65,24,93,19
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"The Democrats have a problem.?They're preparing to resist Trump?just for the sake of resisting Trump. Meanwhile Trump is?doing the things?he promised to do?that got him elected?in a landslide.

If the Democrats were smart, they would triangulate like Bill Clinton?and get behind",2024/11/9 9:34,463638,10671747,74928,40308,5035,20408,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,34,30,79,37,67,44,49
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,Birthright citizenship will go the way of Roe v. Wade.  It was never a real right. It was a misinterpretation of law.?Trump will fix that?just like he fixed Roe v. Wade.,2024/11/9 9:30,462780,10661896,74747,40246,5027,20403,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,3,84,12,53,20,14,76
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,THE TRUMP EFFECT:,2024/11/9 9:25,462341,10636465,74681,40221,5024,20401,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,40,58,69,0,5,55,43
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"Just like the Iranian hostages were released right after Reagan took office, I think the Russia/Ukraine War will end right after Trump takes office for a big boost.",2024/11/8 23:08,461997,10626679,74552,40210,5019,20386,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,80,0,41,20,73,89,94
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,Elon Musk joined Trump on a call to Zelensky.  Wow.,2024/11/8 23:07,461862,10622448,74527,40199,5018,20384,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,77,90,13,49,54,72,36
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"???? BREAKING - This is HUGE.  On day one, Trump will sign an executive order ENDING BIRTHRIGHT CITIZENSHIP for the children of illegal aliens.

https://t.co/0uBpgdyXwh",2024/11/8 22:23,461251,10612265,74468,40168,5016,20383,https://pbs.twimg.com/amplify_video_thumb/1854496512614490119/img/zoK9lwJI8m-DlyRs.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,72,99,28,73,90,49,23
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"Does this woman actually think that President Trump is going to return her to slavery?  What is WRONG with these people?!

https://t.co/xnUjYpdkX1",2024/11/8 22:19,459936,10588954,74223,40131,5005,20346,https://pbs.twimg.com/amplify_video_thumb/1854918224217071616/img/-ZvOoN70MGK0pGHp.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,3,37,88,43,22,2
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"Dear LGBTQ+ Kamala supporters,

What exactly do you think President Trump is going to do to you?",2024/11/8 21:12,459834,10583112,74197,40082,4998,20344,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,13,42,38,2,28,84,44
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"The thing that is so strange when I listen to?the reaction of?distraught?Kamala supporters?is that?for those in the LGBTQ+ community, they seem to be under the impression that Trump is going to?throw them in prison or something??And for those obsessed with abortion they think",2024/11/8 21:05,459731,10577139,74188,40067,4998,20343,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,92,72,29,8,73,92,61
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"""McConnell says ��the MAGA movement is completely wrong�� and Reagan ��wouldn��t recognize�� Trump��s GOP""

What a douche.

So long China Mitch. https://t.co/nZgwXzBn5e",2024/11/8 19:14,459586,10572786,74146,40043,4997,20342,https://pbs.twimg.com/media/Gb4pe_LWcAA8lUW.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,91,66,79,81,95,63,79
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,Has Lara Trump said anything about the Nevada Senate seat? Is that under investigation?,2024/11/8 19:07,457893,10554466,73797,39688,4965,20338,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,89,67,95,14,75,91,60
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"Donald Trump?didn't just?defeat?Kamala Harris,?he utterly humiliated?the entire?Democrat Party?apparatus.?

The Media-machine gave Kamala Harris 98%?positive coverage?while attacking Donald Trump with every word.?We endured months of fake polls?trying to convince us?that the",2024/11/8 18:36,457361,10540650,73711,39659,4961,20328,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,82,19,79,99,34,50,60
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,People think of Barack Obama as a very popular president. Many don't realize this but he actually won re-election with fewer votes than he got?in his first election!?Contrast that with Donald Trump?who got 12 million more votes?in 2020 then he got in 2016?and has just surpassed https://t.co/uknfYUxArC,2024/11/8 18:29,456896,10535392,73559,39644,4956,20320,https://pbs.twimg.com/media/Gb4fEOVWMAAEdne.png,,https://pbs.twimg.com/profile_banners/17980523/1723738910,54,91,10,86,74,4,17
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"The lawfare cases against Trump are now being dismissed.  We won the White House, the Senate and are 94% sure to win the House.  We won the popular vote and shifted 48 states right from 2020!

I mean, damn.  I thought we would win but, damn.",2024/11/8 18:16,456487,10525852,73401,39635,4953,20291,,,https://pbs.twimg.com/profile_banners/17980523/1723738910,100,56,42,55,21,97,22
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"""Did you see Trump's landslide victory? 48 states shifted right!""

Trump��s historic win moved 48 states to the right, with major gains in traditionally blue areas. His support surged among voters of color, younger voters, and Hispanics, leading to GOP control of Congress. https://t.co/la6PVX24Ht",2024/11/8 18:11,455479,10517019,73210,39578,4950,20283,https://pbs.twimg.com/media/Gb4bHQGXIAA6In6.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,45,99,9,10,60,39,11
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,"""What did Mike Davis threaten New York AG Letitia James over?"" - Breitbart News

Mike Davis warned New York AG Letitia James that her continued legal efforts against President-elect Trump could lead to criminal charges. Davis said, ""We will put your fat ass in prison"" for https://t.co/J0N5iQjkcv",2024/11/8 16:48,455424,10513682,73188,39571,4949,20278,https://pbs.twimg.com/media/Gb4ICekWsAASjnm.png,,https://pbs.twimg.com/profile_banners/17980523/1723738910,84,4,46,32,32,89,89
0,38944,444973,14225,Bill Mitchell,17980523,267128,mitchellvii,A pallet cleanser of Democrats saying that Donald Trump will never be president. Lol. https://t.co/96ptm8w2VV,2024/11/8 15:27,455279,10509034,73155,39554,4946,20277,https://pbs.twimg.com/ext_tw_video_thumb/1854908644841619457/pu/img/_wBylf03xITSiGLj.jpg,,https://pbs.twimg.com/profile_banners/17980523/1723738910,100,2,74,53,54,56,100
